id,precastKit,castKit,impactKit,stateKit,stateDoneKit,channelKit,hasMissile,missileModel,missilePathType,missileDestinationAttachment,missileSound,animationEventSoundId,flags,casterImpactKit,targetImpactKit
520,0,0,526,0,0,0,0,0,0,0,0,0,0,0,0
521,0,517,83,349,0,0,0,0,0,0,0,0,0,0,0
522,0,517,348,0,0,0,0,0,0,0,0,0,0,0,0
536,345,181,550,861,0,0,0,0,0,0,0,0,0,0,0
537,650,626,0,0,0,0,0,0,1,0,0,0,0,0,0
556,0,646,648,0,0,0,0,0,0,0,0,0,0,0,0
557,0,0,145,0,0,1,523,0,1,0,0,0,0,0,0
558,0,0,68,0,0,1,524,0,1,3013,0,0,0,0,0
559,0,539,437,0,0,0,0,0,1,0,0,0,0,0,0
560,0,0,651,0,0,1,525,0,1,0,0,0,0,0,0
561,114,396,233,653,0,0,0,0,1,0,0,0,0,0,0
562,562,654,0,325,0,0,0,0,1,0,0,0,0,0,0
563,403,655,0,0,0,0,0,0,1,0,0,0,0,0,0
564,403,656,0,0,0,0,0,0,1,0,0,0,0,0,0
565,0,218,0,301,0,0,0,0,1,0,0,0,0,0,0
566,0,0,117,657,0,0,0,0,0,0,0,0,0,0,0
567,0,0,658,0,0,1,528,0,1,0,0,0,0,0,1
568,0,388,373,668,0,0,0,0,1,0,0,0,0,0,0
569,0,389,0,0,0,0,0,0,1,0,0,0,0,0,0
570,0,0,0,660,0,0,0,0,0,0,0,0,0,0,0
571,99,417,481,661,0,0,0,0,1,0,0,0,0,0,0
572,0,0,663,0,0,0,0,0,1,0,0,0,0,0,0
573,0,537,240,235,0,0,0,0,0,0,0,0,0,0,0
574,0,0,0,0,664,0,0,0,1,0,1,284,4349,0,0
575,548,0,213,665,0,0,0,0,0,0,0,0,0,0,0
576,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,0,667,290,0,0,0,0,0,1,0,0,0,0,0,0
578,0,81,373,668,0,0,0,0,1,0,0,0,0,0,0
579,217,218,225,0,0,0,0,0,1,0,0,0,0,0,0
580,217,218,0,0,0,0,0,0,1,0,0,0,0,0,0
596,0,686,85,0,0,0,0,0,0,0,0,0,0,0,0
597,114,118,508,0,0,0,0,0,0,0,0,0,0,0,0
598,726,539,0,564,0,0,0,0,1,0,0,0,0,0,0
599,217,218,225,0,0,0,0,0,1,0,0,0,0,0,0
600,0,259,255,657,0,0,0,0,1,0,0,0,0,0,0
601,0,0,728,0,0,0,0,0,1,0,1,734,4931,0,0
602,0,356,348,657,0,0,0,0,0,0,0,0,0,0,0
603,217,218,117,657,0,0,0,0,1,0,0,0,0,0,0
604,0,411,422,252,0,0,0,0,0,0,0,0,0,0,0
605,36,37,0,564,0,0,0,0,1,0,0,0,0,0,0
606,266,730,688,0,0,0,0,0,1,0,0,0,0,0,0
607,0,267,689,0,0,0,0,0,1,0,0,0,0,0,0
608,865,0,130,0,0,0,0,0,1,0,1,162,4349,0,0
609,0,44,0,0,0,1,362,0,1,0,0,0,0,0,0
610,0,517,220,0,0,0,0,0,1,0,0,0,0,0,0
611,0,539,330,0,0,0,0,0,1,0,0,0,0,0,0
612,699,5329,608,0,0,1,503,0,1,0,1,257,3270,0,0
613,358,0,0,0,445,0,0,0,0,0,0,0,0,0,0
630,345,37,702,0,0,0,0,0,1,0,0,0,0,0,0
631,36,37,805,0,0,0,0,0,1,0,0,0,0,0,0
632,703,2610,68,0,0,0,0,0,1,0,0,0,0,0,0
633,0,704,0,0,0,0,0,0,1,0,0,0,0,0,0
634,217,705,508,0,0,0,0,0,1,0,1,624,4349,0,0
650,0,324,720,0,0,0,0,0,1,0,0,0,0,0,0
651,0,764,437,0,0,0,0,0,1,0,0,0,0,0,0
652,36,5789,232,436,2615,0,0,0,1,0,0,0,0,0,0
653,345,0,3609,0,0,0,0,0,1,0,0,0,0,0,0
654,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,0,0,0,4751,0,0,0,0,0,0,0,0,0,0,0
656,137,3434,724,0,0,0,0,0,1,0,1,585,0,0,0
657,137,138,725,0,0,0,0,0,1,0,0,0,0,0,0
658,137,138,0,0,0,0,0,0,1,0,0,0,0,0,0
670,726,727,470,0,0,0,0,0,1,0,0,0,0,0,0
671,0,733,393,0,0,0,0,0,1,0,0,0,0,0,0
672,0,734,255,0,0,0,0,0,0,0,0,0,0,0,0
673,726,388,0,27,0,0,0,0,0,0,0,0,0,0,0
674,0,389,694,285,0,0,0,0,0,0,0,0,0,0,0
675,0,0,779,3531,0,0,0,0,1,0,0,0,0,0,0
676,358,743,1365,0,0,0,0,0,0,0,0,0,0,0,0
677,217,389,694,0,0,0,0,0,0,0,0,0,0,0,0
678,0,394,393,0,0,0,0,0,1,0,0,0,0,0,0
679,0,738,423,349,0,0,0,0,1,0,0,0,0,0,0
680,217,745,0,740,886,0,0,0,1,0,0,0,0,0,0
681,266,267,420,0,0,0,0,0,1,0,0,0,0,0,0
682,0,753,810,0,0,0,0,0,1,0,0,0,0,0,0
683,899,2372,0,744,0,1,3061,0,1,0,0,0,0,0,0
684,345,788,0,746,0,1,618,0,1,0,0,0,0,0,1
685,186,189,748,0,0,0,0,0,1,0,0,0,0,0,0
686,0,366,348,0,0,0,0,0,0,0,0,0,0,0,0
687,0,0,419,691,0,0,0,0,0,0,0,0,0,0,0
703,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,124,324,437,0,0,0,0,0,1,0,0,0,0,0,0
705,0,388,373,108,0,0,0,0,1,0,0,0,0,0,0
706,194,203,768,0,0,0,0,0,1,0,0,0,0,0,0
707,703,2610,68,0,0,0,0,0,1,0,0,0,0,0,0
708,703,770,0,769,0,0,0,0,1,0,0,0,0,0,0
709,0,204,0,285,0,0,0,0,1,0,0,0,0,0,0
710,0,539,117,0,0,0,0,0,1,0,0,0,0,0,0
711,0,388,0,771,0,0,0,0,1,0,0,0,0,0,0
712,778,772,0,221,0,0,0,0,1,0,0,0,0,0,0
713,775,776,213,0,0,0,0,0,2,0,1,257,4349,0,0
714,0,517,555,787,0,0,0,0,1,0,0,0,0,0,0
715,0,81,0,777,0,0,0,0,1,0,0,0,0,0,0
716,266,730,373,108,0,0,0,0,1,0,0,0,0,0,0
717,0,517,702,564,0,0,0,0,0,0,0,0,0,0,0
718,0,81,117,344,0,0,0,0,1,0,0,0,0,0,0
719,0,517,330,0,0,0,0,0,1,0,0,0,0,0,0
720,0,517,83,0,0,0,0,0,1,0,0,0,0,0,0
721,114,783,782,784,0,0,0,0,1,0,0,0,0,0,0
722,195,203,0,781,0,0,0,0,1,0,0,0,0,0,0
723,785,786,117,0,0,0,0,0,1,0,0,0,0,0,0
724,790,789,728,0,0,0,0,0,1,0,0,0,0,0,0
725,790,789,608,0,0,1,503,0,1,0,0,0,0,0,0
726,327,0,373,344,0,0,0,0,0,0,0,0,0,0,0
727,217,792,0,293,0,0,0,0,1,0,0,0,0,0,0
728,0,0,507,0,0,0,0,0,0,0,0,0,0,0,0
729,171,424,213,0,0,1,258,0,2,3011,1,257,3270,0,0
730,799,800,795,0,0,0,0,0,1,0,0,0,0,0,0
731,796,539,0,221,0,0,0,0,1,0,0,0,0,0,0
732,0,388,0,108,0,0,0,0,1,0,0,0,0,0,0
733,0,0,145,0,0,0,0,0,1,0,0,0,0,0,0
734,345,517,0,744,0,0,0,0,1,0,0,0,0,0,0
735,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,217,389,117,657,0,0,0,0,1,3015,0,0,0,0,0
737,801,686,1504,0,0,0,0,0,1,0,0,0,0,0,0
738,0,823,3394,0,0,0,0,0,1,0,0,0,0,0,0
739,114,118,720,0,0,0,0,0,1,0,0,0,0,0,0
740,0,0,805,0,0,0,0,0,1,0,0,0,0,0,0
741,114,118,508,657,0,0,0,0,1,0,0,0,0,0,0
742,801,802,0,0,0,0,0,0,0,0,0,0,0,0,0
743,803,804,0,0,0,0,0,0,1,4222,0,0,0,0,0
744,0,182,348,0,0,0,0,0,1,0,0,0,0,0,0
745,0,807,694,0,0,0,0,0,0,0,0,0,0,0,0
746,114,118,470,0,0,0,0,0,1,0,0,0,0,0,0
747,554,327,158,0,0,0,0,0,1,0,0,0,0,0,0
748,0,812,255,0,0,0,0,0,1,0,0,0,0,0,0
749,0,0,813,0,0,0,0,0,1,0,0,0,0,0,0
750,0,9207,9202,0,0,0,0,0,1,0,0,0,0,0,0
751,0,9050,0,949,816,0,0,0,1,0,0,0,0,0,0
752,0,182,68,0,0,0,0,0,1,0,0,0,0,0,0
753,0,0,0,818,0,0,0,0,1,0,0,0,0,0,0
754,819,820,410,821,0,0,0,0,0,0,0,0,0,0,0
755,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0
756,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,0,822,9186,0,0,0,0,0,1,0,0,0,0,0,0
758,826,827,2350,0,0,1,151,0,1,3015,0,0,0,0,0
759,0,829,0,0,830,0,0,0,0,0,0,0,0,0,2
760,0,218,508,657,0,0,0,0,0,0,0,0,0,0,0
761,36,181,805,0,0,0,0,0,1,0,1,1309,4349,0,0
762,819,388,410,821,0,0,0,0,1,0,0,0,0,0,0
763,0,832,0,0,0,0,0,0,0,0,0,0,0,0,0
764,0,833,76,235,0,0,0,0,1,0,0,0,0,0,0
765,114,118,795,834,0,0,0,0,1,0,0,0,0,0,0
766,0,81,255,108,0,0,0,0,1,0,0,0,0,0,0
767,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0
768,800,727,470,0,0,0,0,0,1,0,0,0,0,0,0
769,0,807,419,657,0,0,0,0,1,0,0,0,0,0,0
770,0,237,835,0,0,0,0,0,0,0,0,0,0,0,0
771,0,0,721,657,0,0,0,0,0,0,0,0,0,0,0
772,114,341,0,293,0,0,0,0,1,0,0,0,0,0,0
773,0,836,663,0,0,0,0,0,0,0,1,257,4349,0,0
774,0,0,326,771,0,0,0,0,1,0,0,0,0,0,0
775,345,0,837,0,0,0,0,0,1,0,0,0,0,0,0
776,838,172,839,840,0,0,0,0,1,0,0,0,0,0,0
777,30,38,286,0,0,1,587,0,1,3011,0,0,0,0,0
778,60,61,0,235,716,0,0,0,1,0,1,420,695,0,0
779,0,0,0,2849,0,0,0,0,0,0,0,0,0,0,0
780,0,0,0,842,0,0,0,0,0,0,0,0,0,0,0
781,0,844,845,0,0,0,0,0,1,0,0,0,0,0,0
782,0,539,843,349,0,0,0,0,1,0,0,0,0,0,0
783,114,118,720,360,0,0,0,0,0,0,0,0,0,0,0
784,99,9097,0,9103,0,0,0,0,1,0,0,0,0,0,0
785,114,118,849,0,0,0,0,0,1,0,0,0,0,0,0
786,0,0,420,0,0,0,0,0,1,0,0,0,0,0,0
787,266,267,0,0,0,0,0,0,1,0,0,0,0,0,0
788,0,9050,0,949,950,0,0,0,1,0,0,0,0,0,0
789,0,539,220,0,0,0,0,0,1,0,0,0,0,0,0
790,266,425,130,0,0,0,0,0,0,0,0,0,0,0,0
791,60,61,608,767,0,0,0,0,1,0,1,257,695,0,0
792,0,4169,330,0,0,0,0,0,1,0,0,0,0,0,0
793,0,855,608,0,0,0,0,0,0,0,0,0,0,0,0
794,0,0,213,0,0,1,365,0,2,0,1,257,4349,0,0
795,0,0,3890,0,0,0,0,0,0,0,0,0,0,0,0
796,0,0,856,0,0,0,0,0,1,0,0,0,0,0,0
797,217,218,828,0,0,0,0,0,1,0,0,0,0,0,0
798,0,857,843,0,0,0,0,0,0,0,0,0,0,0,0
799,60,859,501,0,0,0,0,0,1,0,0,0,0,0,0
800,0,726,117,564,0,0,0,0,1,0,0,0,0,0,0
801,0,517,220,0,0,0,0,0,1,0,0,0,0,0,0
802,0,517,220,0,0,0,0,0,1,0,0,0,0,0,0
803,0,539,720,0,0,0,0,0,1,0,0,0,0,0,0
804,0,279,860,0,0,0,0,0,0,0,1,565,4349,0,0
805,345,181,0,861,0,0,0,0,0,0,0,0,0,0,0
806,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0
807,0,0,0,867,0,0,0,0,0,0,0,0,0,0,0
808,0,2229,348,0,0,0,0,0,0,0,0,0,0,0,0
809,726,37,813,221,0,1,675,0,1,3134,0,0,0,0,1
810,863,864,0,0,0,0,0,0,0,0,0,0,0,0,0
811,868,218,828,0,0,0,0,0,1,3015,0,0,0,0,0
812,801,866,0,0,0,0,0,0,0,0,0,0,0,0,0
813,0,279,721,0,0,0,0,0,0,0,0,0,0,0,0
814,0,388,373,344,0,0,0,0,1,0,0,0,0,0,0
823,266,267,117,842,0,0,0,0,0,0,0,0,0,0,0
824,114,9049,9052,0,0,0,0,0,1,0,0,0,0,0,0
825,0,0,0,0,0,0,0,0,0,0,1,459,4349,0,0
826,405,0,0,221,0,0,0,0,1,0,0,0,0,0,0
827,60,61,273,0,0,0,0,0,1,0,0,0,0,0,0
828,819,0,693,0,0,0,0,0,0,0,0,0,0,0,0
829,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0
830,0,406,0,0,0,0,0,0,1,0,0,0,0,0,0
831,0,705,0,434,0,0,0,0,1,0,0,0,0,0,0
832,0,0,496,0,0,0,0,0,1,0,0,0,0,0,0
833,0,0,232,0,0,0,0,0,1,0,0,0,0,0,0
834,0,0,56,0,0,0,0,0,1,0,0,0,0,0,0
835,114,118,219,564,0,1,675,0,1,3015,0,0,0,0,0
836,0,0,0,0,0,0,0,0,1,0,1,298,4349,0,0
837,36,37,805,0,0,0,0,0,0,0,0,0,0,0,0
838,0,887,0,66,0,0,0,0,0,0,0,0,0,0,0
839,0,269,348,0,0,0,0,0,1,0,0,0,0,0,0
840,0,539,702,0,0,0,0,0,1,0,0,0,0,0,0
841,0,704,310,0,0,0,0,0,1,0,0,0,0,0,0
842,0,517,220,0,0,0,0,0,1,0,0,0,0,0,0
843,0,517,437,0,0,0,0,0,1,0,0,0,0,0,0
844,801,380,0,0,0,0,0,0,0,0,1,565,4349,0,0
845,36,37,805,564,0,1,675,0,1,0,0,0,0,0,0
846,36,37,470,564,0,0,0,0,1,0,0,0,0,0,0
847,0,0,728,0,0,0,0,0,1,0,1,257,4349,0,0
848,0,0,0,564,0,0,0,0,1,0,0,0,0,0,0
849,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0
850,0,0,721,0,0,0,0,0,1,0,0,0,0,0,0
851,0,0,813,0,0,0,0,0,1,0,0,0,0,0,0
852,0,0,498,499,0,0,0,0,1,0,0,0,0,0,0
853,0,0,890,0,0,0,0,0,1,0,0,0,0,0,0
854,726,37,813,0,0,1,675,0,1,3015,0,0,0,0,0
855,345,37,495,821,0,0,0,0,0,0,0,0,0,0,0
856,114,118,813,564,0,0,0,0,1,3015,1,621,4349,0,0
857,892,893,283,0,0,1,157,0,1,3087,0,0,0,0,0
858,0,894,348,0,0,0,0,0,0,0,0,0,0,0,0
859,896,897,500,0,0,0,0,0,1,0,0,0,0,0,0
860,246,898,0,0,0,0,0,0,1,0,0,0,0,0,0
861,266,889,422,349,0,0,0,0,1,0,0,0,0,0,0
862,901,548,550,0,0,1,525,0,0,3223,1,565,4349,0,1
863,60,352,0,0,0,0,0,0,1,0,0,0,0,0,0
864,60,61,213,0,716,0,0,0,1,0,1,420,695,0,0
865,0,389,232,0,0,0,0,0,0,0,0,0,0,0,0
866,952,900,0,0,0,0,0,0,1,0,0,0,0,0,0
867,0,44,0,9181,0,0,0,0,1,0,0,0,0,0,0
868,0,0,550,842,0,0,0,0,0,0,0,0,0,0,0
869,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0
870,0,81,373,668,0,0,0,0,1,0,0,0,0,0,0
871,137,138,0,0,0,0,0,0,1,0,1,355,4349,0,0
872,114,218,904,1564,0,0,0,0,0,0,0,0,0,0,0
873,0,0,805,221,0,1,675,0,1,3013,0,0,0,0,0
874,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,0,356,550,297,0,0,0,0,1,0,0,0,0,0,0
876,826,827,220,657,0,0,0,0,1,3015,0,0,0,0,0
877,99,907,232,0,0,0,0,0,1,0,0,0,0,0,0
878,266,267,798,0,0,0,0,0,1,0,1,307,4349,0,0
879,0,734,348,0,0,0,0,0,0,0,0,0,0,0,0
883,0,0,721,0,0,0,0,0,0,0,0,0,0,0,0
884,0,118,795,0,0,0,0,0,1,0,0,0,0,0,0
885,114,341,2729,293,0,0,0,0,1,0,0,0,0,0,0
886,0,0,0,989,0,0,0,0,1,0,0,0,0,0,0
887,0,0,925,0,0,0,0,0,1,0,0,0,0,0,0
888,238,0,0,0,0,0,0,0,2,0,0,0,0,0,0
889,0,5009,286,0,0,0,0,0,0,0,1,257,3270,0,0
890,926,929,1144,0,0,0,0,0,0,0,0,0,0,0,0
891,0,0,927,0,0,0,0,0,0,0,0,0,0,0,0
892,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0
893,801,0,925,0,0,0,0,0,0,0,0,0,0,0,0
894,0,327,401,360,0,0,0,0,1,0,0,0,0,0,0
895,0,686,306,0,0,0,0,0,1,0,0,0,0,0,0
896,0,0,904,0,0,0,0,0,0,0,0,0,0,0,0
897,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,36,37,805,564,0,1,675,0,1,3134,0,0,0,0,0
904,0,0,0,242,0,0,0,0,1,0,0,0,0,0,0
905,266,267,946,821,0,0,0,0,1,0,0,0,0,0,0
906,0,947,507,0,0,0,0,0,0,0,0,0,0,0,0
907,0,0,0,66,0,0,0,0,1,0,0,0,0,0,0
908,114,118,0,564,0,0,0,0,1,0,0,0,0,0,0
909,951,0,0,0,0,0,0,0,1,6432,0,0,0,6432,0
923,195,203,0,285,0,0,0,0,1,0,1,282,4349,0,0
924,0,81,373,668,0,0,0,0,1,0,0,0,0,0,0
943,0,0,964,0,0,0,0,0,0,0,0,0,0,0,0
944,124,965,282,0,0,1,694,0,1,0,0,0,0,0,0
945,30,38,2609,0,0,0,0,0,1,0,0,0,0,0,0
963,60,984,0,985,0,0,0,0,1,0,0,0,2064,0,0
964,0,0,986,0,0,0,0,0,0,0,0,0,0,0,0
965,266,9085,9086,0,0,0,0,0,1,0,0,0,0,0,0
966,0,0,987,0,0,0,0,0,0,0,1,257,4349,0,0
967,266,267,0,0,0,0,0,0,1,0,0,0,0,0,0
968,266,267,0,990,0,0,0,0,1,0,0,0,0,0,0
969,266,267,991,0,0,0,0,0,1,0,0,0,0,0,0
970,266,267,992,0,0,0,0,0,1,0,0,0,0,0,0
983,0,0,0,344,0,0,0,0,1,0,0,0,0,0,0
984,0,0,0,586,0,0,0,0,0,0,0,0,0,0,0
985,0,0,0,1007,0,0,0,0,0,0,0,0,0,0,0
986,338,224,318,0,718,0,0,0,1,0,1,328,700,0,0
1003,124,72,283,0,0,0,0,0,1,3087,0,0,0,0,0
1004,36,37,813,0,0,0,0,0,1,0,0,0,0,0,0
1005,1024,1025,0,0,0,0,0,0,1,0,0,0,0,0,0
1006,0,0,1028,363,0,0,0,0,0,0,0,0,0,0,0
1007,195,1027,4991,3531,0,0,0,0,1,0,0,0,0,0,0
1008,1304,0,0,0,0,0,0,0,1,0,0,0,0,1142,0
1023,0,1044,133,0,0,0,0,0,1,0,0,0,0,0,0
1043,0,0,1068,1069,0,0,0,0,1,0,0,0,0,0,0
1044,0,0,1070,0,0,0,0,0,1,0,0,0,0,0,0
1063,0,0,0,0,1084,0,0,0,1,0,1,459,4349,0,0
1083,114,118,465,842,0,0,0,0,1,0,0,0,0,0,0
1084,266,267,353,0,0,0,0,0,0,0,0,0,0,0,0
1085,0,819,694,0,0,0,0,0,0,0,0,0,0,0,0
1086,0,947,559,0,0,0,0,0,0,0,0,0,0,0,0
1103,0,468,348,0,0,0,0,0,1,0,0,0,0,0,0
1104,0,366,348,0,0,0,0,0,0,0,0,0,0,0,0
1123,0,203,450,0,0,0,0,0,0,0,0,0,0,0,0
1124,0,0,0,0,1104,0,0,0,1,0,1,715,4349,0,0
1143,114,118,1005,566,0,0,0,0,1,3015,0,0,0,0,0
1144,266,267,0,27,0,0,0,0,1,0,0,0,0,0,0
1163,114,948,508,949,950,0,0,0,1,0,0,0,0,0,0
1164,0,517,690,586,0,0,0,0,1,0,1,565,4349,0,0
1165,43,1664,1666,0,0,0,0,0,1,0,0,0,0,0,0
1166,0,0,0,312,0,0,0,0,1,0,1,565,4349,0,0
1167,0,822,410,0,0,0,0,0,1,0,0,0,0,0,0
1168,3789,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1183,266,425,130,691,0,0,0,0,1,0,0,0,0,0,0
1184,0,74,348,33,0,0,0,0,0,0,0,0,0,0,0
1185,0,418,0,0,0,0,0,0,0,0,1,540,4349,0,0
1186,0,118,0,0,0,0,0,0,0,0,1,459,4349,0,0
1187,0,324,437,1564,0,0,0,0,1,0,0,0,0,0,0
1203,0,1124,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,2991,802,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,380,1168,0,1164,0,0,0,0,0,0,0,0,0,0,0
1224,0,0,1166,0,0,0,0,0,0,0,0,0,0,0,0
1225,217,218,1167,0,0,0,0,0,1,0,0,0,0,0,0
1243,899,1184,1185,27,0,0,0,0,2,0,1,565,4349,0,0
1244,217,218,508,1186,0,0,0,0,0,0,0,0,0,0,0
1245,0,191,1204,0,0,0,0,0,0,0,1,110,4349,0,0
1246,1187,0,0,0,0,0,0,0,1,3331,1,124,1264,1143,0
1263,0,730,3293,0,0,0,0,0,1,0,0,0,0,0,0
1264,9197,9198,9199,0,0,0,0,0,1,3012,0,0,0,0,0
1265,114,118,1206,0,0,0,0,0,1,0,0,0,0,0,0
1266,217,218,0,1224,0,0,0,0,1,0,0,0,0,0,0
1267,137,138,0,0,0,0,0,0,1,0,1,292,4349,0,0
1268,266,267,306,0,0,0,0,0,1,0,1,306,4349,0,0
1269,0,0,0,0,0,0,0,0,0,0,1,381,1226,0,0
1283,345,3375,3374,0,6009,0,0,0,1,0,0,0,0,0,0
1284,0,0,76,235,0,0,0,0,1,0,0,0,0,0,0
1303,0,1369,0,0,0,0,0,0,0,0,1,74,1285,0,0
1304,801,1184,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,114,118,0,1286,0,0,0,0,1,0,0,0,0,0,0
1323,0,0,0,1305,0,0,0,0,0,0,0,0,0,0,0
1343,302,302,0,0,1324,0,0,0,1,0,0,0,0,0,0
1344,266,1004,0,0,0,0,0,0,1,0,0,0,0,0,0
1345,0,0,365,0,0,0,0,0,1,0,0,0,0,0,0
1346,0,0,0,349,0,0,0,0,1,0,0,0,0,0,0
1363,901,1364,0,0,0,0,0,0,1,0,0,0,0,0,0
1383,1368,1367,0,0,0,0,0,0,1,0,0,0,0,0,0
1384,403,260,0,0,0,0,0,0,1,0,0,0,0,0,0
1403,184,119,291,0,0,0,0,0,0,0,0,0,0,0,0
1404,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0
1405,0,0,1384,0,0,0,0,0,0,0,0,0,0,0,0
1423,0,0,0,0,1404,0,0,0,1,0,0,0,0,0,0
1443,193,191,70,0,0,0,0,0,1,0,0,0,0,0,0
1444,0,0,70,0,0,0,0,0,1,0,0,0,0,0,0
1445,0,0,0,27,0,0,0,0,1,0,0,0,0,0,0
1446,0,0,214,0,0,0,0,0,1,0,0,0,0,0,0
1463,1545,1424,0,767,716,0,0,0,1,0,1,257,695,0,0
1464,0,0,689,0,0,0,0,0,1,0,0,0,0,0,0
1465,0,0,76,0,0,0,0,0,1,0,0,0,0,0,0
1483,4451,4450,76,235,0,0,0,0,1,0,0,0,0,0,0
1484,0,0,813,0,0,0,0,0,0,0,0,0,0,0,0
1485,217,705,508,0,0,0,0,0,0,0,0,0,0,0,0
1486,0,0,702,564,0,0,0,0,0,0,0,0,0,0,0
1503,0,0,219,0,0,0,0,0,1,3015,0,0,0,0,0
1504,0,0,0,0,0,0,0,0,1,0,1,934,1464,0,0
1505,790,789,76,821,0,0,0,0,1,0,0,0,0,0,0
1506,0,172,133,0,0,1,914,0,1,3011,0,0,0,0,0
1507,184,119,0,1544,0,0,0,0,1,0,0,0,0,0,0
1508,0,395,0,0,0,0,0,0,1,0,0,0,0,0,0
1523,1485,1486,0,0,729,0,0,0,1,0,0,0,1944,0,0
1543,187,188,798,0,0,0,0,0,1,0,0,0,0,0,0
1563,0,1524,255,0,0,0,0,0,1,0,0,0,0,0,0
1564,30,38,1185,0,0,0,0,0,1,3011,1,257,1285,0,0
1583,114,118,219,0,0,1,151,0,1,3015,1,459,4349,0,0
1584,790,789,76,235,0,0,0,0,1,0,0,0,0,0,0
1585,60,1424,0,767,716,0,0,0,1,0,1,257,695,0,0
1586,0,1546,0,668,0,0,0,0,0,0,0,0,0,0,0
1587,345,1547,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,0,438,232,0,0,0,0,0,1,0,0,0,0,0,0
1603,0,259,255,0,0,0,0,0,1,0,0,0,0,0,0
1604,0,1549,255,0,0,0,0,0,1,0,0,0,0,0,0
1623,114,118,849,657,0,0,0,0,1,0,0,0,0,0,0
1624,0,0,0,0,0,0,0,0,1,0,1,100,4349,0,0
1643,345,887,0,0,0,0,0,0,0,0,1,565,4349,0,0
1663,0,81,373,821,0,0,0,0,1,0,0,0,0,0,0
1664,1584,1585,232,0,0,0,0,0,1,0,0,0,0,0,0
1665,0,948,0,0,0,0,0,0,1,0,0,0,0,0,0
1683,114,118,311,840,0,0,0,0,1,0,0,0,0,0,0
1703,358,1604,0,0,0,0,0,0,0,0,0,0,0,0,0
1704,358,1605,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,358,1606,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,358,1607,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,358,1608,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,358,1609,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,358,1610,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,0,1611,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,186,189,460,0,0,0,0,0,1,0,0,0,0,0,0
1712,0,0,0,1805,0,0,0,0,0,0,0,0,0,0,0
1713,0,0,4029,0,0,0,0,0,0,0,0,0,0,0,0
1714,0,0,232,0,0,0,0,0,1,0,0,0,0,0,0
1723,186,189,460,0,0,0,0,0,1,0,0,0,0,0,0
1724,0,0,813,564,0,0,0,0,1,0,0,0,0,0,0
1725,0,1624,702,1805,0,0,0,0,0,0,1,621,4349,0,0
1726,0,0,0,847,0,0,0,0,1,0,0,0,0,0,0
1727,0,0,0,3437,0,0,0,0,1,0,0,0,0,0,0
1743,0,0,0,1804,0,0,0,0,1,0,0,0,0,0,0
1744,0,1644,0,285,0,0,0,0,1,0,0,0,0,0,0
1745,0,1547,828,587,0,0,0,0,1,0,0,0,0,0,0
1763,0,0,0,1564,0,0,0,0,0,0,0,0,0,0,0
1764,0,0,1684,1665,0,0,0,0,0,0,0,0,0,0,0
1765,0,267,798,0,0,0,0,0,0,0,0,0,0,0,0
1783,0,0,720,0,0,0,0,0,1,0,1,548,4349,0,0
1803,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0
1804,0,0,549,0,0,0,0,0,0,0,0,0,0,0,0
1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,0,0,813,564,0,0,0,0,1,0,0,0,0,0,0
1843,0,948,0,0,950,0,0,0,1,0,0,0,0,0,0
1844,1764,853,0,0,0,0,0,0,0,0,1,565,4349,0,0
1845,0,0,0,1744,0,0,0,0,0,0,0,0,0,0,0
1863,0,948,470,0,0,1,694,0,1,0,0,0,0,0,0
1883,1806,1807,702,0,0,1,675,0,1,0,0,0,0,0,0
1903,0,1624,702,1805,0,0,0,0,0,0,1,1309,4349,0,0
